lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
139,2,116.1,6,15,4,3,0,3,0,1
85,1,96.3,4,17,4,1,2,0,0,1
58,1,131.4,6,28,4,4,0,0,3,1
14,1,81.0,1,21,4,3,0,0,0,1
0,0,120.0,10,22,4,1,0,3,0,1
2,1,104.0,4,11,4,1,1,3,0,1
147,0,99.45,5,3,4,4,0,0,0,1
91,0,75.0,9,30,3,2,1,0,0,1
6,0,65.0,10,12,2,0,1,0,0,1
37,0,71.55,2,12,4,2,1,0,1,1
32,1,154.0,9,27,4,2,0,0,3,0
15,0,106.33,4,15,4,2,1,3,0,0
13,0,159.0,10,10,2,2,1,0,0,1
3,0,99.0,8,17,2,3,1,0,0,0
49,0,76.5,9,2,3,3,0,0,0,1
194,1,76.85,7,9,4,1,2,0,1,1
192,2,76.5,8,6,4,3,2,0,0,1
4,1,75.0,11,13,2,0,2,0,0,1
12,0,100.0,10,12,2,3,1,0,0,1
22,1,90.95,11,17,4,3,0,0,0,1
9,1,85.0,10,2,3,1,2,0,0,1
95,1,126.9,8,5,4,2,1,0,0,1
49,0,108.0,10,3,4,3,1,3,0,0
197,0,113.4,12,21,3,4,1,1,0,1
32,0,231.0,12,19,4,1,1,1,5,0
47,2,103.05,10,1,4,3,1,0,0,1
87,1,95.7,12,29,4,3,0,0,1,1
98,0,89.75,5,30,3,1,1,0,0,1
31,0,97.71,5,8,4,2,2,0,0,0
66,1,108.0,10,16,4,2,2,3,0,0
40,1,207.9,8,12,4,2,0,0,5,0
21,2,107.42,8,30,4,1,0,0,0,1
7,1,119.0,4,15,4,2,0,3,0,1
51,3,123.69,9,2,4,5,2,0,3,1
27,0,167.2,9,9,4,2,2,0,4,1
263,0,110.0,10,21,4,2,0,0,0,0
193,0,100.0,6,20,4,2,1,0,0,0
136,1,99.45,5,8,4,2,2,0,0,1
4,0,184.0,8,29,4,0,1,0,3,1
0,2,67.5,3,25,3,2,1,0,0,1
245,0,110.0,7,6,4,4,2,0,0,0
78,0,100.0,3,25,4,2,1,0,0,0
53,1,119.1,4,25,4,2,1,0,3,0
0,2,77.25,11,28,4,1,0,0,1,1
99,0,101.5,3,24,4,3,0,3,0,1
3,1,79.0,11,26,2,1,0,0,0,1
119,2,146.7,6,29,4,2,0,0,0,1
13,1,119.0,6,28,4,1,0,3,0,1
65,0,75.0,11,18,3,2,0,0,0,1
201,2,119.85,9,8,4,3,1,0,0,0
9,2,243.0,10,7,4,2,0,1,3,1
69,0,125.1,9,10,4,1,0,3,0,1
56,1,93.6,12,9,4,2,1,0,0,1
21,0,60.0,12,18,4,2,2,3,0,1
153,1,99.45,7,23,4,2,2,0,0,1
6,0,161.0,11,25,4,1,0,0,3,1
2,0,77.0,9,21,3,2,1,0,0,1
9,0,54.9,1,18,4,4,1,3,0,1
222,0,118.0,4,28,4,3,2,0,0,0
99,0,90.95,4,25,4,3,1,0,0,0
80,1,85.5,4,12,4,3,0,3,0,0
198,0,72.25,8,25,3,3,2,0,0,1
1,1,149.0,6,3,4,1,0,0,0,1
27,1,135.0,2,27,4,1,1,0,3,1
20,1,115.0,6,22,4,2,0,0,0,1
145,1,90.95,6,30,4,3,1,0,0,1
93,2,72.25,12,3,4,3,1,0,0,1
57,2,159.3,5,22,4,2,2,0,3,1
7,0,100.73,12,20,4,4,0,0,0,1
17,0,85.0,10,8,3,1,1,0,0,1
30,0,121.0,9,30,3,2,0,1,0,1
1,0,51.5,2,7,3,1,2,0,3,1
32,0,81.0,9,25,3,3,2,0,0,1
34,0,113.04,4,11,3,3,1,0,4,1
117,1,108.9,5,6,4,2,0,0,0,1
19,3,158.0,9,23,4,2,0,3,0,1
14,0,65.0,6,15,2,1,0,0,0,1
0,1,65.0,4,25,2,0,1,0,0,1
105,0,65.0,9,28,2,1,0,0,0,1
55,0,109.35,5,30,4,2,1,0,0,0
124,0,143.1,9,20,4,5,1,0,3,0
0,2,50.0,12,17,2,1,0,0,0,1
37,1,118.1,3,6,4,0,2,1,0,1
1,1,197.0,12,30,4,3,0,0,3,1
64,0,85.0,9,24,3,1,0,0,0,1
3,2,88.0,12,15,4,1,0,0,0,1
0,1,115.0,5,23,3,0,1,0,0,1
8,1,77.35,12,26,4,3,2,3,0,1
91,1,109.8,7,10,4,2,2,0,0,1
8,0,64.4,3,9,3,2,0,0,0,1
87,0,80.75,5,26,3,3,0,0,0,1
49,1,101.51,11,16,4,5,2,0,3,1
9,1,106.0,12,16,4,1,0,0,3,1
4,2,90.78,12,31,4,7,2,3,0,1
57,1,85.85,3,30,4,4,0,0,0,1
52,1,150.9,8,27,4,1,2,0,3,0
8,2,108.67,11,24,4,3,0,0,0,1
92,1,63.75,12,1,4,15,4,0,0,0
8,0,154.0,12,8,4,1,0,0,3,1
72,1,120.6,6,22,4,2,0,0,0,1
12,0,91.45,11,3,4,4,0,0,3,1
35,2,158.4,10,3,4,3,1,0,3,1
66,1,207.9,8,6,4,1,0,0,5,1
17,0,81.0,2,25,4,1,0,3,0,1
92,0,140.4,6,1,4,3,0,0,3,0
7,0,88.4,12,13,4,10,4,0,0,1
28,0,108.42,6,14,4,3,0,0,3,1
39,0,89.1,6,27,4,0,1,3,0,0
95,0,68.0,10,30,3,4,2,0,0,1
172,0,95.0,6,24,4,2,0,0,0,0
4,1,87.0,11,27,4,2,1,0,0,1
1,0,91.2,9,20,4,1,2,3,0,1
64,0,149.4,9,16,4,1,0,0,3,0
11,1,155.5,8,18,4,3,1,0,3,0
126,0,97.75,7,6,4,4,0,3,0,0
92,0,100.0,3,26,3,1,2,0,0,0
58,1,105.3,4,7,4,2,0,0,0,1
130,2,90.0,11,25,4,2,0,0,0,1
64,2,79.2,11,19,4,1,1,3,0,1
0,1,176.0,5,23,4,0,1,0,3,1
91,0,60.0,12,28,3,2,1,0,3,1
141,1,82.45,7,5,3,5,2,0,3,1
143,1,97.54,8,18,4,1,0,0,1,1
99,0,85.5,3,24,4,3,0,3,0,1
19,3,130.0,2,19,4,3,2,0,3,1
186,1,96.3,7,28,4,2,0,0,0,0
5,0,109.0,7,29,4,1,0,3,0,1
0,1,157.0,6,9,4,2,0,1,3,1
41,0,135.9,8,20,4,5,2,0,0,0
97,1,109.81,4,30,4,5,2,0,0,1
131,1,114.3,5,13,4,1,0,0,3,0
117,2,126.31,5,22,4,3,2,0,0,1
5,1,141.0,6,18,4,1,1,0,0,1
212,0,80.75,8,11,4,3,1,3,0,0
17,0,95.0,10,30,3,1,0,0,0,1
99,2,161.1,11,7,4,2,1,3,0,1
1,1,145.0,7,3,4,3,2,0,0,1
39,1,71.1,3,11,4,2,0,3,0,0
262,0,100.3,9,13,4,4,0,0,0,0
31,0,98.1,5,22,4,0,2,3,0,0
0,0,111.0,4,19,4,1,0,0,0,1
2,0,80.6,1,3,4,0,2,0,0,1
57,1,75.33,6,10,3,2,1,0,0,1
63,0,110.0,5,20,3,2,2,0,0,1
77,0,99.96,10,10,3,3,1,0,3,1
25,0,75.2,11,29,4,1,0,0,0,1
138,1,145.2,8,13,4,4,2,0,3,0
6,0,58.0,12,6,3,2,2,0,0,1
14,2,215.5,3,24,4,1,0,1,0,1
0,0,81.0,8,6,4,1,0,3,0,1
6,0,78.69,11,17,4,5,2,3,0,0
94,0,139.5,7,28,4,1,0,1,0,1
141,1,147.6,9,23,4,2,0,0,0,1
21,1,139.0,7,5,4,5,0,3,0,1
39,2,109.49,6,17,4,2,0,0,3,1
111,0,76.5,8,3,4,4,1,0,0,1
37,1,69.53,12,24,4,1,0,3,1,1
20,1,174.0,9,16,4,2,0,0,3,1
32,1,96.0,11,14,4,0,1,0,0,0
3,2,101.0,11,6,4,2,0,0,0,1
40,1,67.76,11,18,4,2,1,3,0,1
157,0,68.0,12,8,3,3,0,0,0,1
3,0,75.0,12,26,4,1,0,3,0,1
0,0,69.84,6,23,4,1,0,0,0,1
37,0,76.5,10,23,3,1,0,0,0,1
49,0,72.0,6,27,3,3,1,1,0,1
0,1,117.04,10,9,4,2,0,3,0,1
0,0,42.0,1,30,1,1,0,0,3,1
5,1,105.0,12,20,4,1,0,0,0,1
28,2,113.79,9,11,4,5,2,0,0,0
112,2,88.4,12,22,4,3,1,0,0,0
32,1,54.71,11,18,4,2,2,3,0,1
13,0,119.0,12,26,4,3,1,0,3,1
83,1,108.9,7,1,4,3,2,0,0,1
29,1,85.0,12,2,2,2,0,0,0,1
1,0,76.0,1,5,2,1,0,0,0,1
62,1,105.3,7,17,4,1,2,0,0,1
47,1,101.7,6,21,4,1,0,0,0,1
129,0,106.25,5,16,3,3,1,1,0,1
19,1,75.0,1,21,4,1,0,3,0,1
150,2,41.43,3,19,3,5,2,0,0,1
93,1,90.3,4,6,4,3,0,0,0,1
11,0,77.0,10,19,3,2,1,0,0,1
29,3,201.25,10,5,4,2,0,0,3,1
92,0,72.25,11,11,4,3,0,0,0,1
126,2,130.05,7,23,4,3,2,0,3,1
84,3,118.8,10,3,4,1,1,0,0,1
53,2,142.2,9,3,4,1,2,0,3,1
32,1,96.3,10,19,4,2,1,0,0,1
43,0,117.9,7,1,4,2,0,0,0,0
71,0,78.3,2,17,4,3,0,0,0,0
2,1,134.0,10,5,4,1,0,3,0,1
0,0,168.3,5,19,4,1,0,3,0,1
23,2,96.0,9,2,4,2,0,3,0,1
11,0,157.67,12,29,3,3,0,0,4,1
61,1,68.0,11,19,3,3,2,0,0,1
3,0,65.0,10,12,2,0,1,0,0,1
187,2,134.45,7,11,4,5,2,0,3,0
72,0,156.61,12,26,4,3,1,0,5,0
34,1,135.45,4,16,4,2,2,0,3,1
27,2,124.0,9,18,4,2,0,0,0,1
174,1,99.45,8,13,4,2,2,0,0,1
1,1,131.0,7,29,4,2,0,0,0,1
111,1,96.3,4,26,4,1,0,0,0,1
32,3,94.5,9,5,4,1,2,0,0,1
206,0,90.95,8,2,4,10,4,0,0,0
28,0,93.6,6,12,4,7,4,0,3,1
155,0,142.83,10,20,4,3,0,0,3,0
5,1,166.5,9,17,4,2,2,0,0,0
8,0,81.0,2,19,2,1,0,0,0,0
108,0,90.3,4,13,4,3,0,0,0,1
33,1,104.4,9,2,4,1,0,0,0,1
62,2,137.7,4,24,4,1,2,0,3,1
191,1,153.5,8,14,4,2,2,1,3,0
161,0,130.0,3,25,4,2,1,1,0,0
5,2,155.0,8,22,4,4,1,0,3,1
47,1,68.07,11,21,4,4,1,0,0,1
9,0,144.33,3,26,4,1,2,0,0,0
0,0,123.0,10,20,2,1,0,0,0,1
16,2,165.6,11,6,4,3,2,0,0,1
158,1,123.25,5,25,4,4,0,0,3,0
95,1,58.0,3,11,3,2,1,0,0,1
142,0,85.5,7,1,4,2,0,3,0,0
145,0,99.45,5,3,4,4,0,0,0,1
68,1,112.2,4,6,4,5,2,0,3,1
32,0,152.1,7,3,4,2,2,0,0,0
5,0,66.0,3,2,2,1,0,0,0,1
59,1,85.85,3,28,4,3,1,0,0,1
175,0,162.9,10,28,4,2,2,0,5,0
2,0,0.0,1,27,1,1,0,0,0,1
145,0,142.2,8,17,4,2,0,0,3,1
51,0,87.3,7,21,3,5,2,1,3,1
52,2,79.2,12,7,4,3,0,3,0,1
76,1,85.5,4,25,4,1,1,3,0,1
57,0,152.1,8,15,4,3,1,0,0,1
53,1,83.92,3,15,4,5,2,0,0,1
1,1,109.0,3,16,4,1,0,0,0,1
174,1,119.85,9,2,4,2,2,0,0,0
1,1,98.56,5,10,4,3,0,0,0,1
5,1,149.0,7,5,4,2,0,0,0,1
54,2,139.5,10,31,4,1,0,3,5,1
33,2,105.3,10,19,4,1,1,0,3,1
244,1,78.54,9,16,4,5,2,3,0,1
20,0,80.0,11,14,3,2,1,0,0,1
18,0,90.0,6,21,2,3,0,0,0,1
93,0,54.24,3,7,4,3,1,0,0,1
30,0,186.22,11,2,4,9,4,0,5,0
29,2,88.4,11,29,4,5,0,0,0,1
187,1,122.4,10,1,4,2,2,0,3,0
6,2,99.0,5,8,4,0,2,3,0,1
32,1,150.0,7,18,3,1,1,0,0,1
20,1,85.5,9,25,3,0,2,0,0,1
3,1,175.56,10,6,4,3,0,0,5,1
161,0,128.7,5,19,4,3,0,0,3,0
26,0,75.0,10,14,3,4,1,0,3,1
39,1,88.0,1,10,3,1,2,0,5,1
154,0,100.8,8,24,4,2,0,0,0,0
14,0,178.8,8,19,4,3,2,1,0,0
15,0,65.0,12,7,2,1,0,0,0,1
61,1,120.6,7,17,4,3,2,0,3,1
34,0,48.4,3,3,3,3,2,0,0,1
49,2,74.8,11,13,4,3,2,3,0,1
1,1,95.0,3,27,4,0,1,0,0,1
48,0,127.8,4,15,4,1,0,0,3,1
0,1,67.0,12,19,2,3,1,0,0,1
99,0,93.08,4,17,4,2,2,0,3,0
164,0,100.2,10,24,4,2,1,0,0,0
119,0,85.5,6,28,4,1,0,3,0,0
134,1,94.5,7,17,4,0,1,3,0,0
103,1,132.3,10,21,4,2,1,0,3,0
1,0,90.0,1,24,4,0,1,3,0,1
227,0,72.9,12,8,4,3,0,0,0,0
60,3,126.0,12,8,4,3,0,0,3,1
51,1,123.11,6,2,4,2,0,0,3,1
2,2,73.07,6,8,4,3,0,0,0,1
60,0,82.95,3,6,4,5,2,0,0,0
132,1,113.4,10,8,4,3,2,0,0,0
76,1,80.75,9,15,4,5,0,0,0,1
3,1,91.0,5,21,3,1,1,1,0,1
120,1,76.5,7,14,4,5,0,0,0,0
250,0,95.0,9,26,3,3,1,0,0,0
165,0,94.18,3,30,4,4,1,0,0,0
18,1,92.4,6,13,4,4,1,0,0,1
36,1,116.1,5,21,4,1,1,3,0,1
6,0,140.0,3,4,4,1,0,0,0,1
55,1,75.0,4,3,3,1,2,0,0,1
0,1,89.0,3,1,4,2,0,3,0,1
85,1,106.54,7,26,4,3,0,0,1,1
184,0,98.1,10,12,4,1,0,3,0,0
110,0,113.5,12,9,3,4,0,0,6,1
84,2,149.4,9,9,4,2,0,0,3,1
0,0,86.0,1,1,4,1,0,3,0,1
50,0,170.85,4,13,4,4,1,0,5,0
12,0,89.89,12,10,4,2,2,0,0,1
121,0,90.0,6,24,4,2,1,0,0,0
110,0,84.6,11,28,4,0,1,0,0,1
30,2,88.4,11,17,4,3,1,0,0,1
24,0,115.0,10,10,3,3,1,1,0,1
73,1,107.95,4,7,4,3,1,0,3,1
53,1,96.3,2,28,4,0,2,0,3,0
12,0,122.33,4,27,4,3,0,3,0,1
37,0,94.5,9,16,4,2,0,0,0,1
166,2,90.95,7,7,4,3,2,0,0,1
1,2,221.33,10,6,4,3,0,0,5,1
55,0,67.0,3,31,2,2,0,0,0,1
8,1,101.0,4,18,4,0,1,0,0,1
13,0,147.9,11,13,4,4,2,0,5,0
130,1,117.41,6,16,4,6,2,0,0,1
335,1,90.0,10,13,3,3,0,0,0,1
1,2,155.0,10,7,4,3,0,0,3,1
3,0,135.15,9,18,3,1,2,0,0,1
48,0,233.1,8,30,4,4,0,1,5,0
16,1,96.25,12,5,4,1,1,0,1,1
112,2,100.3,12,6,4,4,0,0,0,0
124,2,105.61,12,26,4,3,1,0,3,0
79,2,148.86,7,6,4,4,1,0,3,1
3,0,95.0,6,23,3,1,0,0,0,1
199,1,106.2,4,14,4,3,1,0,0,0
6,2,116.0,12,18,4,1,2,0,0,1
4,0,86.0,2,9,4,1,0,0,0,1
25,1,101.0,7,29,4,1,0,0,0,1
192,0,66.71,5,28,4,5,2,0,0,0
103,0,95.0,5,4,4,3,0,0,0,0
3,1,135.8,5,23,4,0,1,3,0,1
169,0,106.0,4,22,3,2,2,1,0,0
53,1,107.1,7,3,4,1,2,3,0,1
51,1,158.4,8,23,4,2,0,0,3,1
0,3,0.0,6,21,1,2,0,0,0,1
197,1,81.77,4,21,4,1,0,0,0,0
0,1,142.2,8,30,4,4,0,0,3,1
2,1,81.75,5,15,3,2,2,0,0,1
5,1,215.6,10,13,4,2,0,0,6,1
36,1,103.5,10,18,4,2,2,0,0,1
5,0,80.0,10,19,2,1,1,0,0,1
168,2,127.0,10,1,4,1,1,0,0,0
18,0,191.0,8,15,4,2,1,0,3,1
9,0,36.25,8,15,3,1,2,1,0,1
31,0,89.1,6,1,4,1,0,3,0,0
1,0,65.0,11,19,2,1,0,0,0,0
0,1,89.0,4,4,4,0,1,3,0,1
156,0,14.0,3,23,4,4,0,0,0,0
6,0,75.0,12,27,2,0,2,0,0,1
63,0,80.75,4,26,3,4,0,0,0,1
42,2,142.2,8,30,4,4,0,0,3,1
121,0,68.0,11,16,3,4,2,0,0,0
7,1,88.4,12,4,4,3,2,0,0,1
82,0,149.4,5,17,4,2,0,0,3,1
53,2,123.3,9,3,4,1,1,0,3,1
15,0,96.9,12,5,4,3,1,0,3,1
116,1,136.0,5,19,4,3,1,0,0,0
32,0,85.0,7,18,3,1,1,0,0,1
64,2,119.51,4,1,4,3,2,0,3,1
0,0,89.89,12,10,4,2,2,0,0,1
35,0,118.8,9,5,4,3,1,0,0,1
32,0,95.0,10,10,2,0,1,0,0,1
159,2,85.0,11,22,4,4,0,0,0,1
71,0,75.95,2,23,4,4,0,0,0,1
1,0,59.75,1,8,4,3,2,0,3,1
70,3,106.25,4,4,4,3,1,0,0,1
88,0,149.4,9,4,4,4,2,0,3,0
88,1,90.0,10,7,2,2,0,0,0,1
0,0,99.0,5,29,4,0,1,3,0,1
110,1,76.5,4,9,4,2,2,3,0,0
54,2,198.9,6,9,4,3,2,0,5,1
0,2,129.0,6,18,4,1,0,3,0,1
13,0,62.0,1,28,3,2,0,0,0,1
10,2,145.0,10,3,4,1,1,0,0,1
162,0,112.0,7,14,4,3,0,0,0,0
47,2,101.15,3,28,4,3,1,0,0,1
110,1,109.65,6,17,4,2,2,3,0,1
6,1,88.4,12,12,4,3,1,0,0,1
4,1,146.0,3,24,4,2,0,0,0,1
222,1,90.95,8,13,4,2,2,0,0,1
11,0,75.0,1,15,4,2,1,3,0,1
136,0,130.5,7,6,4,1,0,0,0,1
9,2,109.0,8,31,4,4,1,0,0,0
125,1,116.1,6,17,4,2,0,3,0,1
113,0,85.0,6,30,3,3,1,0,0,0
43,0,150.3,6,30,4,3,0,0,3,0
46,2,107.55,10,19,4,2,0,3,0,1
28,0,156.0,5,28,4,1,0,0,3,1
19,0,167.0,4,27,4,1,0,0,3,0
116,0,76.0,2,28,3,1,2,0,0,1
10,2,81.0,12,24,4,1,0,0,0,1
32,1,214.21,10,29,4,1,2,0,6,1
168,0,85.0,4,22,4,2,1,0,0,0
54,0,180.68,4,28,4,3,1,1,0,0
29,2,139.0,9,9,4,1,0,3,0,1
67,0,117.6,10,19,4,4,0,0,3,0
0,1,153.0,8,7,4,2,0,3,5,1
9,0,95.0,10,30,3,1,0,0,0,1
31,1,95.4,3,12,4,2,2,0,3,0
2,0,62.8,12,5,3,1,1,0,0,1
60,1,65.0,10,12,3,3,1,0,0,1
129,0,80.75,5,13,3,2,2,0,0,1
13,0,89.39,12,3,4,4,2,0,0,1
13,1,132.33,6,29,4,3,0,3,0,1
77,2,85.5,10,30,4,0,1,0,0,1
61,1,118.8,9,2,4,2,2,0,0,1
90,1,90.95,4,14,4,3,2,0,0,1
1,4,177.0,6,15,4,3,0,0,3,1
137,2,132.3,10,3,4,4,1,0,3,1
9,0,104.8,5,31,4,3,0,0,0,1
91,0,40.67,3,4,3,2,1,0,0,1
41,1,65.0,12,27,3,1,0,0,0,1
5,0,64.8,12,1,3,3,0,0,0,1
1,1,89.0,1,19,4,3,0,0,0,1
4,2,143.38,4,20,4,4,0,0,5,1
84,0,66.76,4,12,4,6,2,0,0,0
0,1,65.0,10,5,2,2,0,0,0,1
86,0,122.0,12,8,4,3,0,0,0,0
238,2,96.48,6,18,4,1,0,0,1,0
4,0,140.0,8,21,4,2,2,0,0,0
164,0,99.45,7,6,4,4,2,0,0,0
3,0,106.0,2,16,4,4,0,0,3,0
0,1,89.0,4,15,4,2,0,3,0,1
3,0,128.0,4,28,4,1,0,3,0,1
21,1,97.75,12,3,4,5,2,0,3,1
71,0,132.6,5,7,4,4,2,0,3,1
3,0,66.0,1,18,2,2,1,0,0,1
1,1,119.0,10,28,3,1,0,0,4,1
81,0,85.5,4,10,4,0,2,3,0,0
0,0,0.0,6,24,4,2,0,0,0,1
63,1,126.0,4,2,4,1,1,0,3,1
116,0,80.75,6,11,4,1,1,0,2,0
276,0,106.0,11,28,2,2,1,0,4,0
12,2,129.0,10,29,4,1,2,3,0,1
215,0,97.71,9,28,4,2,0,0,0,0
23,0,94.35,6,12,4,0,1,0,0,1
91,1,132.6,10,23,4,4,2,0,3,1
4,1,133.0,2,4,4,2,0,0,3,1
67,0,116.1,5,13,4,2,0,3,0,0
62,2,97.2,11,4,4,2,1,0,0,1
256,0,76.67,9,14,3,2,1,0,0,1
81,0,168.3,9,8,4,3,0,0,3,0
66,0,96.3,3,9,4,3,0,0,3,1
38,2,102.7,3,21,4,2,1,0,3,1
66,0,150.3,6,29,4,3,0,0,3,0
169,2,134.52,8,14,4,3,2,0,0,0
101,0,142.3,7,21,4,3,0,0,3,0
58,1,116.1,6,17,4,2,1,3,0,1
170,0,114.04,9,29,4,5,2,0,0,0
114,1,85.0,2,26,3,4,2,0,0,1
10,2,124.0,9,1,3,1,0,0,0,1
1,2,90.0,8,8,4,1,1,0,0,1
25,1,81.86,3,8,4,5,2,3,0,0
122,3,144.9,9,7,4,4,2,0,3,1
181,0,120.0,10,11,4,2,0,0,0,0
112,2,126.3,12,5,4,3,1,1,0,0
55,1,127.82,3,31,3,1,0,0,0,1
132,0,162.0,9,9,4,3,2,0,3,0
51,2,112.0,10,21,4,3,0,0,0,1
152,1,107.0,4,30,4,1,0,0,0,0
128,1,123.3,10,29,4,1,2,0,3,0
69,1,92.23,11,17,4,3,1,0,0,1
76,0,89.75,8,30,3,4,0,0,0,1
43,0,122.4,11,1,4,4,0,0,3,1
100,0,108.0,10,16,3,1,0,1,0,0
28,0,141.67,12,30,3,2,1,0,0,1
1,0,81.0,8,8,4,4,2,3,0,1
42,1,80.3,2,3,4,3,0,0,0,1
187,2,122.8,7,18,4,2,1,0,3,0
29,1,63.87,3,11,4,3,2,0,0,1
47,2,123.3,9,1,4,3,0,0,3,1
172,0,80.75,9,16,3,2,2,0,0,1
89,1,96.3,4,12,4,3,0,0,0,1
10,2,103.0,11,15,4,2,0,0,0,1
146,2,130.0,6,29,4,2,0,0,0,1
32,2,62.0,2,26,3,2,1,0,0,1
21,0,75.0,10,12,3,2,1,0,3,1
15,0,83.03,3,8,4,1,0,0,1,0
1,0,111.0,7,20,4,1,0,0,0,1
0,1,180.0,9,25,4,2,2,0,3,1
0,0,65.0,9,20,2,0,2,0,0,1
29,2,119.0,10,19,4,4,0,3,0,0
22,0,95.0,4,19,4,1,0,0,0,0
41,2,109.0,10,27,4,1,0,3,0,1
8,0,85.0,10,20,3,5,1,0,3,1
10,2,126.5,2,10,4,4,0,0,0,0
94,1,79.2,11,3,4,3,1,3,0,1
10,0,129.0,5,15,2,9,4,0,0,1
92,2,76.5,8,7,4,4,2,0,0,0
52,0,51.0,3,13,4,2,2,3,0,1
36,0,144.0,10,6,3,3,0,0,4,1
187,0,112.5,8,29,4,0,1,0,0,0
111,0,72.25,10,5,3,3,1,0,0,1
36,0,145.8,6,19,4,0,2,0,3,0
22,1,224.0,9,25,4,4,2,0,5,1
4,0,147.0,7,19,2,3,0,0,4,1
25,0,75.0,10,20,3,3,0,0,0,1
254,1,100.3,9,29,4,3,1,0,0,0
5,0,0.0,12,22,1,5,0,0,1,1
0,1,0.0,2,25,1,1,0,0,0,1
81,2,139.5,7,27,4,3,0,0,3,1
51,0,112.0,11,4,3,2,1,0,0,1
135,0,90.0,9,14,3,2,1,0,0,1
12,1,151.0,8,12,4,5,2,0,0,1
0,0,147.59,9,16,4,1,0,3,3,1
308,1,78.3,11,23,4,3,0,0,0,0
69,2,135.15,5,9,4,4,1,0,0,1
7,1,126.0,10,19,4,2,1,0,0,1
151,0,71.0,1,19,3,4,0,0,0,1
65,0,118.8,4,23,4,1,0,0,3,1
156,0,131.52,11,8,4,5,0,0,0,0
253,3,89.25,9,12,4,5,2,0,0,1
121,0,105.3,7,23,4,1,1,0,0,1
159,0,99.45,8,3,4,6,2,0,0,0
119,1,103.5,5,19,4,1,0,3,0,1
275,0,62.8,6,4,3,1,1,0,0,0
2,0,75.0,8,13,4,2,0,0,0,1
89,1,63.75,11,17,4,3,0,0,0,1
1,0,114.0,9,9,4,2,0,0,0,1
158,1,97.75,7,7,4,3,1,3,0,0
43,1,140.4,5,21,4,2,2,0,3,1
120,1,89.25,5,2,4,3,1,3,0,0
0,0,145.85,5,23,4,1,1,0,0,1
24,2,124.0,9,18,4,2,1,0,0,1
50,1,123.3,9,2,4,2,1,0,3,0
75,0,80.0,3,17,4,3,1,0,0,0
111,1,72.25,12,3,4,3,2,0,0,0
94,0,146.7,7,7,4,3,2,0,3,0
131,1,105.74,6,17,4,3,2,0,0,1
92,0,77.6,4,2,4,2,2,0,0,1
112,0,100.0,6,2,3,2,0,0,0,1
54,2,79.2,11,11,4,2,1,3,0,1
53,2,89.4,5,18,4,1,0,3,0,1
18,0,80.0,12,11,3,0,1,0,0,1
145,0,80.75,9,19,3,2,1,0,0,1
20,1,90.86,5,29,4,2,2,0,0,1
213,0,130.0,6,7,4,3,0,0,0,0
107,0,130.0,6,10,3,2,0,0,0,0
246,1,58.36,12,27,4,5,2,0,0,0
111,1,159.3,5,20,4,2,0,0,3,0
2,1,138.67,9,14,4,2,1,0,0,1
31,1,113.64,8,15,4,2,1,0,0,1
0,0,65.67,1,11,2,2,1,0,0,1
75,0,75.0,12,3,3,1,1,0,0,1
60,1,88.61,3,17,4,3,1,0,0,1
34,0,70.83,10,7,3,4,2,0,3,0
26,1,110.0,8,31,4,2,0,3,0,1
81,1,161.1,8,16,4,2,0,0,0,1
84,0,80.1,10,25,4,2,0,3,0,1
26,2,159.0,9,17,4,1,0,0,0,1
31,1,152.81,9,7,4,4,0,0,5,0
31,0,192.6,6,26,4,2,2,1,3,0
228,0,80.75,8,27,4,4,2,3,0,0
64,1,94.5,4,13,4,2,0,3,0,1
86,0,61.5,3,23,3,4,0,0,0,1
0,2,138.0,8,17,4,1,0,3,0,1
108,1,94.5,5,2,4,2,1,3,0,1
174,0,87.72,12,7,4,4,0,0,3,1
25,1,107.03,9,22,4,3,0,0,3,1
6,1,67.0,12,8,2,1,0,0,0,1
2,2,148.37,3,28,4,2,1,0,5,1
0,0,164.0,8,29,4,0,1,0,3,1
134,1,146.7,8,12,4,2,1,0,3,1
85,1,119.85,5,16,4,3,1,0,0,1
232,1,105.25,7,12,4,4,0,0,1,0
195,2,112.2,8,17,4,5,2,0,3,0
39,0,116.1,5,12,4,2,0,3,0,0
7,0,182.0,6,28,4,5,1,0,3,1
37,0,96.3,6,17,3,2,0,0,3,1
125,2,136.0,9,7,4,4,0,0,0,1
30,1,94.5,9,13,4,0,2,0,0,1
222,1,99.6,9,3,4,1,2,0,0,1
12,1,164.0,8,26,4,1,0,0,3,1
13,0,78.0,12,19,4,1,1,3,0,1
116,1,137.7,7,14,4,2,0,0,3,1
1,0,202.0,12,10,4,1,0,0,5,1
9,3,165.0,8,13,4,1,1,0,0,1
91,1,168.3,9,4,4,0,2,0,3,1
44,0,85.0,4,23,3,1,2,0,0,1
66,2,87.3,9,2,4,2,0,3,0,1
5,1,99.0,4,2,4,1,0,3,0,1
7,2,149.0,9,7,4,3,0,3,0,1
65,0,72.25,10,8,3,3,0,0,0,1
117,0,94.5,8,1,4,1,2,1,0,0
130,3,122.4,11,12,4,1,2,0,3,1
41,2,123.3,3,15,4,3,0,0,3,1
